,Noise_Type,Kurtosis_Wiener_R,Kurtosis_Wiener_G,Kurtosis_Wiener_B,Kurtosis_Median_R,Kurtosis_Median_G,Kurtosis_Median_B,Skewness_Wiener_R,Skewness_Wiener_G,Skewness_Wiener_B,Skewness_Median_R,Skewness_Median_G,Skewness_Median_B
214,1,38.16876826383434,253.79336336567127,218.14576482683242,-1.9701502456545814,-1.967370830396358,-1.9729099721113832,3.595248262811625,6.804015966076638,-0.7319318284755978,0.13695769682323267,0.14740119022063727,0.1271069970455301
215,3,41.241791743625726,86.53439055121845,155.96434646834126,-1.9676517845632011,0.8221890959578095,-1.964875448247398,3.034796687293943,4.231512847398631,1.9214281478111175,0.13241154330194213,-1.5936675473848694,0.1426346848812007
216,0,208.83399605979656,145.78156680473012,205.06324166396215,-0.9868345949629842,-0.9884382422017053,-1.0515435684630112,11.095829613236392,9.950124616458892,11.674801612271056,1.0062111577469715,1.0054146138385074,0.9735219906341591
217,1,114.71097876777203,49.65576926641164,151.04299818066193,-1.969573084129565,-1.9694954040799084,-1.9557100125932525,3.987943806076384,2.7660710001152693,4.759963113775969,0.13865264255458465,0.13907439182395837,0.1818821012675229
218,3,172.28344316347804,43.054410430698496,135.78446634371366,-1.9661195618751053,-1.688824245115262,-1.9498495174099228,5.856485056893417,2.5629450616366736,5.069148623521093,0.13688167966977866,0.5114034059312719,0.1876852733108076
219,0,87.81800654141881,88.59595244294799,7676.109697456111,-1.0955553126732087,-1.0872356525870568,-1.2468694409012078,7.872483845050346,8.10174221845708,59.00785709363592,0.950524664236237,0.9548958360462163,0.8672894211774873
220,1,58.530107866719774,37.39997600838179,41503.75607722659,-1.9656480162554997,-1.967233516328274,-1.9672988592103329,3.211531715058545,3.255764503205909,176.35167590742302,0.15202941784775179,0.14593900838327664,0.1461236670967734
221,3,44.05978323629624,22.611610357341796,17217.53827370395,-1.9608853443842793,21.969234556405116,-1.9571597620725893,3.069748603994918,2.2424768962837547,34.50091388035691,0.1545239193046883,-1.776005582123039,0.16673905870781242
222,0,83.0011171542265,84.41253409546663,55.47617521498004,-1.0525797055300625,-1.036773867344779,-1.0887657020994845,8.107096177235759,8.172008183597631,5.76043085745484,0.973142774640314,0.9812334293437922,0.9543677518475566
223,1,28.50320936548172,68.24730552910303,28808.307545172876,-1.9661641949133624,-1.9662270236558599,-1.9702666533286273,2.995128225786309,4.275249472849449,57.03590024819036,0.15184838423359634,0.1500597096782234,0.13728453466627588
224,3,31.84960130591456,26.916575670344976,47221.40649773454,-1.9595002987376076,71.73375330956365,-1.9653049329434664,2.6661192714786743,2.6048711579823127,195.97888323801868,0.16088337122714416,-6.4962770123103954,0.14274919400816505
